Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006412~translation	70	25.454545454545453	3.624375485406752E-38	RPL4, ITGAM, RPL32, RPL31, RPLP1, RPLP0, RPL8, RPL9, RPL6, RPL7, MRPL33, RPS4X, RBM3, RPS15, RPL7A, RPS14, RPS17, RPS16, RPL18A, RPS19, RPS18, RPL35, RPLP2, RPL38, RPL37, RPS11, RPL39, RPS13, RPS12, RPS9, RPS7, RPL21, RPS8, RPS5, RPL23, RPS6, RPL13A, RPSA, RHOA, EEF1A1, RPL37A, RPL24, RPL27, RPL29, UBA52, GAPDH, RPL28, RPL10, RPL11, RPS15A, RPS3, RPL13, RPL18, RPS27A, RPL17, RPL19, RPL41, RPL35A, RPL23A, EIF1, RPS26, RPS27, RPS29, RPL27A, HNRNPA2B1, RPS20, FAU, RPS21, RPS24, RPS23	257	714	17911	6.832608529793239	1.347905243022771E-34	6.828304343825547E-35	6.428043427731444E-35
GOTERM_BP_FAT	GO:0006518~peptide metabolic process	76	27.636363636363637	3.6721184962761744E-38	RPL4, ITGAM, RPL32, RPL31, RPLP1, RPLP0, RPL8, RPL9, RPL6, RPL7, MRPL33, RPS4X, RBM3, RPS15, RPL7A, RPS14, RPS17, RPS16, RPL18A, RPS19, RPS18, RPL35, RPLP2, RPL38, RPL37, RPS11, RPL39, RPS13, RPS12, RPS9, GPX1, RPS7, RPL21, GPX4, RPS8, RPS5, RPL23, RPS6, RPL13A, RPSA, RHOA, EEF1A1, ETHE1, RPL37A, RPL24, RPL27, RPL29, UBA52, GAPDH, RPL28, RPL10, RPL11, MGST1, RPS15A, RPS3, RPL13, LTA4H, RPL18, RPS27A, RPL17, RPL19, RPL41, GSR, RPL35A, RPL23A, EIF1, RPS26, RPS27, RPS29, RPL27A, HNRNPA2B1, RPS20, FAU, RPS21, RPS24, RPS23	257	872	17911	6.074126298504266	1.3656608687651093E-34	6.828304343825547E-35	6.428043427731444E-35
GOTERM_BP_FAT	GO:0043043~peptide biosynthetic process	70	25.454545454545453	2.353135104514034E-37	RPL4, ITGAM, RPL32, RPL31, RPLP1, RPLP0, RPL8, RPL9, RPL6, RPL7, MRPL33, RPS4X, RBM3, RPS15, RPL7A, RPS14, RPS17, RPS16, RPL18A, RPS19, RPS18, RPL35, RPLP2, RPL38, RPL37, RPS11, RPL39, RPS13, RPS12, RPS9, RPS7, RPL21, RPS8, RPS5, RPL23, RPS6, RPL13A, RPSA, RHOA, EEF1A1, RPL37A, RPL24, RPL27, RPL29, UBA52, GAPDH, RPL28, RPL10, RPL11, RPS15A, RPS3, RPL13, RPL18, RPS27A, RPL17, RPL19, RPL41, RPL35A, RPL23A, EIF1, RPS26, RPS27, RPS29, RPL27A, HNRNPA2B1, RPS20, FAU, RPS21, RPS24, RPS23	257	735	17911	6.637391143227718	8.751309453687693E-34	2.917103151229231E-34	2.7461086669678776E-34
GOTERM_BP_FAT	GO:0043603~cellular amide metabolic process	79	28.72727272727273	9.362490843035254E-36	RPL4, ITGAM, RPL32, RPL31, RPLP1, RPLP0, RPL8, RPL9, RPL6, RPL7, MRPL33, RPS4X, RBM3, RPS15, RPL7A, RPS14, RPS17, RPS16, RPL18A, RPS19, RPS18, RPL35, RPLP2, RPL38, RPL37, RPS11, RPL39, RPS13, RPS12, RPS9, GPX1, RPS7, RPL21, GPX4, RPS8, RPS5, PGAM1, RPL23, RPS6, RPL13A, RPSA, RHOA, EEF1A1, ETHE1, RPL37A, RPL24, RPL27, RPL29, UBA52, GAPDH, RPL28, S100A9, RPL10, RPL11, MGST1, RPS15A, RPS3, RPL13, LTA4H, RPL18, RPS27A, RPL17, RPL19, RPL41, GSR, RPL35A, RPL23A, EIF1, PPP1CA, RPS26, RPS27, RPS29, RPL27A, HNRNPA2B1, RPS20, FAU, RPS21, RPS24, RPS23	257	1034	17911	5.324676937434616	3.481910344524811E-32	8.704775861312027E-33	8.194520110366606E-33
GOTERM_BP_FAT	GO:0043604~amide biosynthetic process	70	25.454545454545453	8.444612661250236E-35	RPL4, ITGAM, RPL32, RPL31, RPLP1, RPLP0, RPL8, RPL9, RPL6, RPL7, MRPL33, RPS4X, RBM3, RPS15, RPL7A, RPS14, RPS17, RPS16, RPL18A, RPS19, RPS18, RPL35, RPLP2, RPL38, RPL37, RPS11, RPL39, RPS13, RPS12, RPS9, RPS7, RPL21, RPS8, RPS5, RPL23, RPS6, RPL13A, RPSA, RHOA, EEF1A1, RPL37A, RPL24, RPL27, RPL29, UBA52, GAPDH, RPL28, RPL10, RPL11, RPS15A, RPS3, RPL13, RPL18, RPS27A, RPL17, RPL19, RPL41, RPL35A, RPL23A, EIF1, RPS26, RPS27, RPS29, RPL27A, HNRNPA2B1, RPS20, FAU, RPS21, RPS24, RPS23	257	806	17911	6.052707804308155	3.140551448718963E-31	6.281102897437925E-32	5.912917785407416E-32
GOTERM_BP_FAT	GO:1901566~organonitrogen compound biosynthetic process	81	29.454545454545457	1.2032365947444925E-29	RPL4, ITGAM, RPL32, RPL31, RPLP1, RPLP0, RPL8, RPL9, RPL6, RPL7, MRPL33, RPS4X, RBM3, RPS15, RPL7A, RPS14, CCND3, RPS17, RPS16, RPL18A, RPS19, RPS18, RPL35, RPLP2, RPL38, RPL37, RPS11, RPL39, RPS13, RPS12, RPS9, RPS7, RPL21, RPS8, RPS5, RPL23, RPS6, RPL13A, RPSA, ATP5F1, RHOA, APRT, EEF1A1, RPL37A, RPL24, RPL27, ALDOA, RPL29, UBA52, GAPDH, RPL28, RPL10, RPL11, ATP5J, ATP5H, COX5B, ATP5L, RPS15A, ATP5E, RPS3, RPL13, RPL18, RPS27A, RPL17, RPL19, RPL41, RPL35A, RPL23A, EIF1, RPS26, RPS27, RPS29, RPL27A, HNRNPA2B1, CALM3, RPS20, FAU, CALM1, RPS21, RPS24, RPS23	257	1339	17911	4.215908265358607	4.4748368958547674E-26	7.458061493091279E-27	7.020885530334114E-27
GOTERM_BP_FAT	GO:0042254~ribosome biogenesis	27	9.818181818181818	3.301157881105531E-14	RPL10, RPL11, RPLP0, RPL6, RPL7, RPS15, RPS14, RPL7A, RPS17, RPS16, RPS19, RPS18, RPL35, RPL38, RPS10, RPS7, RPS8, RPS5, RPS6, RPL35A, RPSA, RPL23A, RPS25, RPS27, RPL24, RPS21, RPS24	257	278	17911	6.768706435629706	1.2262890702885443E-10	1.753858022833067E-11	1.6510505345357806E-11
GOTERM_BP_FAT	GO:0008064~regulation of actin polymerization or depolymerization	22	8.0	5.025724070897387E-14	ACTR3, VASP, ACTR2, ARF1, WDR1, GMFG, ARPC1B, DSTN, ARPC4, ARPC5, CORO1A, RHOA, ARPC2, CAPZB, ARPC3, TMSB4X, CAPZA1, CFL1, SH3BGRL3, RAC1, PFN1, TMSB10	257	171	17911	8.966300316290075	1.8704005011471736E-10	2.3363334774584226E-11	2.199382496526469E-11
GOTERM_BP_FAT	GO:0030832~regulation of actin filament length	22	8.0	5.6590088340872747E-14	ACTR3, VASP, ACTR2, ARF1, WDR1, GMFG, ARPC1B, DSTN, ARPC4, ARPC5, CORO1A, RHOA, ARPC2, CAPZB, ARPC3, TMSB4X, CAPZA1, CFL1, SH3BGRL3, RAC1, PFN1, TMSB10	257	172	17911	8.91417066328839	2.1057489085762882E-10	2.3384282059967306E-11	2.2013544364599498E-11
GOTERM_BP_FAT	GO:0042274~ribosomal small subunit biogenesis	16	5.818181818181818	1.211361815218451E-13	RPS7, RPS8, RPS5, RPS6, RPSA, RPS15, RPS25, RPS14, RPS17, RPS27, RPS16, RPS19, RPL38, RPS21, RPS10, RPS24	257	74	17911	15.068671784625092	4.5046510965818243E-10	4.5050545907974186E-11	4.240977715079797E-11
